Z, A, Symbol, mass, mass_unc, estimated_flag
 21,  60, Sc,  59.9956500000, 5.370000e-04, #
 22,  60, Ti,  59.9760280000, 3.220000e-04, #
 23,  60, V ,  59.9643132900, 2.363500e-04,  
 24,  60, Cr,  59.9498981460, 2.078300e-04,  
 25,  60, Mn,  59.9431365760, 2.500000e-06,  
 26,  60, Fe,  59.9340704110, 3.659000e-06,  
 27,  60, Co,  59.9338156670, 4.550000e-07,  
 28,  60, Ni,  59.9307852560, 4.030000e-07,  
 29,  60, Cu,  59.9373639160, 1.736000e-06,  
 30,  60, Zn,  59.9418414500, 6.050000e-07,  
 31,  60, Ga,  59.9574980000, 2.150000e-04, #
 32,  60, Ge,  59.9709180000, 3.220000e-04, #
 33,  60, As,  59.9941280000, 4.290000e-04, #
 21,  61, Sc,  61.0010000000, 6.440000e-04, #
 22,  61, Ti,  60.9824480000, 4.290000e-04, #
 23,  61, V ,  60.9672500000, 9.600000e-04,  
 24,  61, Cr,  60.9544009630, 1.087930e-04,  
 25,  61, Mn,  60.9444525440, 2.500000e-06,  
 26,  61, Fe,  60.9367462440, 2.800000e-06,  
 27,  61, Co,  60.9324761450, 9.080000e-07,  
 28,  61, Ni,  60.9310549450, 4.050000e-07,  
 29,  61, Cu,  60.9334573710, 1.023000e-06,  
 30,  61, Zn,  60.9395069600, 1.706800e-05,  
 31,  61, Ga,  60.9493988590, 4.078700e-05,  
 32,  61, Ge,  60.9641870000, 3.220000e-04, #
 33,  61, As,  60.9818570000, 3.220000e-04, #
 22,  62, Ti,  61.9865810000, 4.290000e-04, #
 23,  62, V ,  61.9726500000, 3.200000e-04, #
 24,  62, Cr,  61.9560974510, 1.589910e-04,  
 25,  62, Mn,  61.9479073860, 7.023000e-06,  
 26,  62, Fe,  61.9367918120, 3.000000e-06,  
 27,  62, Co,  61.9340583170, 1.994000e-05,  
 28,  62, Ni,  61.9283448710, 4.700000e-07,  
 29,  62, Cu,  61.9325949210, 6.940000e-07,  
 30,  62, Zn,  61.9343334770, 6.700000e-07,  
 31,  62, Ga,  61.9441897570, 6.940000e-07,  
 32,  62, Ge,  61.9551900000, 1.500000e-04, #
 33,  62, As,  61.9738910000, 3.220000e-04, #
 22,  63, Ti,  62.9938270000, 5.370000e-04, #
 23,  63, V ,  62.9765000000, 4.290000e-04, #
 24,  63, Cr,  62.9613443840, 3.844070e-04,  
 25,  63, Mn,  62.9496646750, 4.000000e-06,  
 26,  63, Fe,  62.9402727000, 4.618000e-06,  
 27,  63, Co,  62.9335997440, 1.994100e-05,  
 28,  63, Ni,  62.9296691390, 4.720000e-07,  
 29,  63, Cu,  62.9295972360, 4.720000e-07,  
 30,  63, Zn,  62.9332111670, 1.676000e-06,  
 31,  63, Ga,  62.9392941950, 1.400000e-06,  
 32,  63, Ge,  62.9496280000, 4.000000e-05,  
 33,  63, As,  62.9640360000, 2.150000e-04, #
 22,  64, Ti,  63.9989000000, 6.440000e-04, #
 23,  64, V ,  63.9824800000, 4.290000e-04, #
 24,  64, Cr,  63.9640580000, 4.720000e-04,  
 25,  64, Mn,  63.9538493700, 3.800000e-06,  
 26,  64, Fe,  63.9409877630, 5.386000e-06,  
 27,  64, Co,  63.9358102910, 2.147600e-05,  
 28,  64, Ni,  63.9279663410, 5.100000e-07,  
 29,  64, Cu,  63.9297638570, 4.810000e-07,  
 30,  64, Zn,  63.9291417720, 6.940000e-07,  
 31,  64, Ga,  63.9368403650, 1.533000e-06,  
 32,  64, Ge,  63.9416899130, 4.000000e-06,  
 33,  64, As,  63.9575600000, 2.180000e-04, #
 34,  64, Se,  63.9713360000, 5.400000e-04, #
 23,  65, V ,  64.9873540000, 5.370000e-04, #
 24,  65, Cr,  64.9697050000, 3.220000e-04, #
 25,  65, Mn,  64.9560197500, 4.000000e-06,  
 26,  65, Fe,  64.9450153240, 5.487000e-06,  
 27,  65, Co,  64.9364620730, 2.235000e-06,  
 28,  65, Ni,  64.9300846970, 5.310000e-07,  
 29,  65, Cu,  64.9277894870, 6.970000e-07,  
 30,  65, Zn,  64.9292405320, 6.970000e-07,  
 31,  65, Ga,  64.9327343950, 8.740000e-07,  
 32,  65, Ge,  64.9393681370, 2.323000e-06,  
 33,  65, As,  64.9496110000, 9.100000e-05,  
 34,  65, Se,  64.9645520000, 3.220000e-04, #
 23,  66, V ,  65.9939770000, 5.370000e-04, #
 24,  66, Cr,  65.9734620000, 4.290000e-04, #
 25,  66, Mn,  65.9605468340, 1.200000e-05,  
 26,  66, Fe,  65.9462499600, 4.400000e-06,  
 27,  66, Co,  65.9394429450, 1.500000e-05,  
 28,  66, Ni,  65.9291393340, 1.500000e-06,  
 29,  66, Cu,  65.9288688140, 7.030000e-07,  
 30,  66, Zn,  65.9260337040, 8.040000e-07,  
 31,  66, Ga,  65.9315898320, 1.176000e-06,  
 32,  66, Ge,  65.9338621260, 2.577000e-06,  
 33,  66, As,  65.9441487790, 6.100000e-06,  
 34,  66, Se,  65.9552760000, 2.150000e-04, #
 23,  67, V ,  66.9993020000, 6.440000e-04, #
 24,  67, Cr,  66.9799460000, 4.290000e-04, #
 25,  67, Mn,  66.9640790000, 3.220000e-04, #
 26,  67, Fe,  66.9510354820, 2.901630e-04,  
 27,  67, Co,  66.9406096280, 6.917000e-06,  
 28,  67, Ni,  66.9315694140, 3.100000e-06,  
 29,  67, Cu,  66.9277295260, 9.590000e-07,  
 30,  67, Zn,  66.9271274820, 8.150000e-07,  
 31,  67, Ga,  66.9282023840, 1.268000e-06,  
 32,  67, Ge,  66.9327336200, 5.003000e-06,  
 33,  67, As,  66.9392511110, 4.750000e-07,  
 34,  67, Se,  66.9499940000, 7.200000e-05,  
 35,  67, Br,  66.9647980000, 4.290000e-04, #
 24,  68, Cr,  67.9841120000, 5.370000e-04, #
 25,  68, Mn,  67.9695330000, 4.290000e-04, #
 26,  68, Fe,  67.9533148750, 3.921210e-04,  
 27,  68, Co,  67.9442501350, 2.034330e-04,  
 28,  68, Ni,  67.9318687890, 3.200000e-06,  
 29,  68, Cu,  67.9296108890, 1.700000e-06,  
 30,  68, Zn,  67.9248442910, 8.410000e-07,  
 31,  68, Ga,  67.9279802210, 1.538000e-06,  
 32,  68, Ge,  67.9280953080, 2.014000e-06,  
 33,  68, As,  67.9367741300, 1.981000e-06,  
 34,  68, Se,  67.9418252390, 5.320000e-07,  
 35,  68, Br,  67.9583560000, 2.780000e-04, #
 24,  69, Cr,  68.9907890000, 5.370000e-04, #
 25,  69, Mn,  68.9734080000, 4.290000e-04, #
 26,  69, Fe,  68.9581000000, 4.290000e-04, #
 27,  69, Co,  68.9460231020, 1.508390e-04,  
 28,  69, Ni,  68.9356102680, 4.000000e-06,  
 29,  69, Cu,  68.9294292680, 1.500000e-06,  
 30,  69, Zn,  68.9265504180, 8.580000e-07,  
 31,  69, Ga,  68.9255735310, 1.285000e-06,  
 32,  69, Ge,  68.9279644710, 1.414000e-06,  
 33,  69, As,  68.9322462940, 3.435200e-05,  
 34,  69, Se,  68.9394148470, 1.599000e-06,  
 35,  69, Br,  68.9503384130, 4.509200e-05,  
 36,  69, Kr,  68.9651800000, 4.300000e-04, #
 24,  70, Cr,  69.9951910000, 6.440000e-04, #
 25,  70, Mn,  69.9790660000, 5.370000e-04, #
 26,  70, Fe,  69.9608050000, 4.290000e-04, #
 27,  70, Co,  69.9499410000, 3.220000e-04, #
 28,  70, Ni,  69.9364313030, 2.301000e-06,  
 29,  70, Cu,  69.9323920790, 1.161000e-06,  
 30,  70, Zn,  69.9253191810, 2.058000e-06,  
 31,  70, Ga,  69.9260219170, 1.289000e-06,  
 32,  70, Ge,  69.9242487060, 9.000000e-07,  
 33,  70, As,  69.9309261510, 5.368400e-05,  
 34,  70, Se,  69.9335155230, 1.700000e-06,  
 35,  70, Br,  69.9447923230, 1.600000e-05,  
 36,  70, Kr,  69.9558770000, 2.150000e-04, #
 25,  71, Mn,  70.9832850000, 5.370000e-04, #
 26,  71, Fe,  70.9662590000, 4.290000e-04, #
 27,  71, Co,  70.9523669230, 4.992300e-04,  
 28,  71, Ni,  70.9405189640, 2.401000e-06,  
 29,  71, Cu,  70.9326768320, 1.600000e-06,  
 30,  71, Zn,  70.9277195800, 2.849000e-06,  
 31,  71, Ga,  70.9247025360, 8.710000e-07,  
 32,  71, Ge,  70.9249522840, 8.940000e-07,  
 33,  71, As,  70.9271137580, 4.473000e-06,  
 34,  71, Se,  70.9322094320, 3.000000e-06,  
 35,  71, Br,  70.9393421560, 5.799000e-06,  
 36,  71, Kr,  70.9502656960, 1.382380e-04,  
 37,  71, Rb,  70.9655820000, 4.290000e-04, #
 25,  72, Mn,  71.9893720000, 6.440000e-04, #
 26,  72, Fe,  71.9694790000, 5.370000e-04, #
 27,  72, Co,  71.9568440000, 4.290000e-04, #
 28,  72, Ni,  71.9417859260, 2.401000e-06,  
 29,  72, Cu,  71.9358203070, 1.500000e-06,  
 30,  72, Zn,  71.9268428070, 2.300000e-06,  
 31,  72, Ga,  71.9263674340, 8.780000e-07,  
 32,  72, Ge,  71.9220758260, 8.100000e-08,  
 33,  72, As,  71.9267522950, 4.383000e-06,  
 34,  72, Se,  71.9271405070, 2.100000e-06,  
 35,  72, Br,  71.9365946070, 1.100000e-06,  
 36,  72, Kr,  71.9420924070, 8.600000e-06,  
 37,  72, Rb,  71.9588510000, 5.370000e-04, #
 26,  73, Fe,  72.9754160000, 5.370000e-04, #
 27,  73, Co,  72.9598300000, 4.290000e-04, #
 28,  73, Ni,  72.9462066830, 2.601000e-06,  
 29,  73, Cu,  72.9366743780, 2.084000e-06,  
 30,  73, Zn,  72.9295825820, 2.000000e-06,  
 31,  73, Ga,  72.9251746820, 1.800000e-06,  
 32,  73, Ge,  72.9234589560, 6.100000e-08,  
 33,  73, As,  72.9238290890, 4.136000e-06,  
 34,  73, Se,  72.9267548830, 7.969000e-06,  
 35,  73, Br,  72.9316716210, 7.800000e-06,  
 36,  73, Kr,  72.9392891950, 7.061000e-06,  
 37,  73, Rb,  72.9505290000, 2.150000e-04, #
 38,  73, Sr,  72.9657000000, 4.300000e-04, #
 26,  74, Fe,  73.9789690000, 6.440000e-04, #
 27,  74, Co,  73.9647660000, 5.370000e-04, #
 28,  74, Ni,  73.9479800000, 2.100000e-04, #
 29,  74, Cu,  73.9398748620, 6.600000e-06,  
 30,  74, Zn,  73.9294072620, 2.700000e-06,  
 31,  74, Ga,  73.9269457260, 3.214000e-06,  
 32,  74, Ge,  73.9211777620, 1.300000e-08,  
 33,  74, As,  73.9239285980, 1.817000e-06,  
 34,  74, Se,  73.9224759350, 1.500000e-08,  
 35,  74, Br,  73.9299102810, 6.264000e-06,  
 36,  74, Kr,  73.9330840170, 2.161000e-06,  
 37,  74, Rb,  73.9442658680, 3.249000e-06,  
 38,  74, Sr,  73.9561700000, 1.070000e-04, #
 26,  75, Fe,  74.9853570000, 6.440000e-04, #
 27,  75, Co,  74.9681700000, 5.370000e-04, #
 28,  75, Ni,  74.9527320000, 3.220000e-04, #
 29,  75, Cu,  74.9415226060, 2.501000e-06,  
 30,  75, Zn,  74.9328402460, 2.100000e-06,  
 31,  75, Ga,  74.9265002460, 2.600000e-06,  
 32,  75, Ge,  74.9228583710, 5.500000e-08,  
 33,  75, As,  74.9215945620, 9.480000e-07,  
 34,  75, Se,  74.9225228710, 7.800000e-08,  
 35,  75, Br,  74.9258105700, 4.600000e-06,  
 36,  75, Kr,  74.9309457460, 8.700000e-06,  
 37,  75, Rb,  74.9385732010, 1.266000e-06,  
 38,  75, Sr,  74.9499527700, 2.361830e-04,  
 39,  75, Y ,  74.9658400000, 3.220000e-04, #
 27,  76, Co,  75.9736870000, 6.440000e-04, #
 28,  76, Ni,  75.9553080000, 4.290000e-04, #
 29,  76, Cu,  75.9452750250, 7.200000e-06,  
 30,  76, Zn,  75.9331149570, 1.562000e-06,  
 31,  76, Ga,  75.9288276250, 2.100000e-06,  
 32,  76, Ge,  75.9214027260, 1.900000e-08,  
 33,  76, As,  75.9223920100, 9.510000e-07,  
 34,  76, Se,  75.9192137040, 1.700000e-08,  
 35,  76, Br,  75.9245415770, 1.000700e-05,  
 36,  76, Kr,  75.9259107260, 4.308000e-06,  
 37,  76, Rb,  75.9350730320, 1.006000e-06,  
 38,  76, Sr,  75.9417627610, 3.700000e-05,  
 39,  76, Y ,  75.9586900000, 3.220000e-04, #
 27,  77, Co,  76.9774400000, 6.440000e-04, #
 28,  77, Ni,  76.9604940000, 5.370000e-04, #
 29,  77, Cu,  76.9478000000, 1.600000e-04, #
 30,  77, Zn,  76.9368871990, 2.117000e-06,  
 31,  77, Ga,  76.9291543000, 2.600000e-06,  
 32,  77, Ge,  76.9235498440, 5.600000e-08,  
 33,  77, As,  76.9206475640, 1.817000e-06,  
 34,  77, Se,  76.9199141500, 6.700000e-08,  
 35,  77, Br,  76.9213791940, 3.017000e-06,  
 36,  77, Kr,  76.9246700000, 2.100000e-06,  
 37,  77, Rb,  76.9304016000, 1.400000e-06,  
 38,  77, Sr,  76.9379454550, 8.500000e-06,  
 39,  77, Y ,  76.9501460000, 2.180000e-04, #
 40,  77, Zr,  76.9656040000, 4.290000e-04, #
 28,  78, Ni,  77.9636180000, 6.440000e-04, #
 29,  78, Cu,  77.9522300000, 5.400000e-04,  
 30,  78, Zn,  77.9382892050, 2.086000e-06,  
 31,  78, Ga,  77.9316088450, 2.043000e-06,  
 32,  78, Ge,  77.9228529120, 3.795000e-06,  
 33,  78, As,  77.9218277950, 1.050000e-05,  
 34,  78, Se,  77.9173092430, 1.910000e-07,  
 35,  78, Br,  77.9211458590, 3.842000e-06,  
 36,  78, Kr,  77.9203663410, 3.290000e-07,  
 37,  78, Rb,  77.9281418680, 3.475000e-06,  
 38,  78, Sr,  77.9321799800, 8.000000e-06,  
 39,  78, Y ,  77.9439900000, 3.200000e-04, #
 40,  78, Zr,  77.9561460000, 4.290000e-04, #
 28,  79, Ni,  78.9704020000, 6.440000e-04, #
 29,  79, Cu,  78.9551900000, 3.220000e-04, #
 30,  79, Zn,  78.9426380680, 2.388000e-06,  
 31,  79, Ga,  78.9328523010, 2.005000e-06,  
 32,  79, Ge,  78.9253601290, 3.991500e-05,  
 33,  79, As,  78.9209484450, 5.719000e-06,  
 34,  79, Se,  78.9184992510, 2.380000e-07,  
 35,  79, Br,  78.9183376010, 1.095000e-06,  
 36,  79, Kr,  78.9200829450, 3.742000e-06,  
 37,  79, Rb,  78.9239898640, 2.300000e-06,  
 38,  79, Sr,  78.9297076640, 9.000000e-06,  
 39,  79, Y ,  78.9379300000, 8.500000e-05,  
 40,  79, Zr,  78.9497900000, 3.220000e-04, #
 41,  79, Nb,  78.9660220000, 5.370000e-04, #
 28,  80, Ni,  79.9757060000, 7.510000e-04, #
 29,  80, Cu,  79.9611380000, 4.290000e-04, #
 30,  80, Zn,  79.9445529300, 2.774000e-06,  
 31,  80, Ga,  79.9364207740, 3.103000e-06,  
 32,  80, Ge,  79.9253507740, 2.205000e-06,  
 33,  80, As,  79.9224745480, 3.577000e-06,  
 34,  80, Se,  79.9165217850, 1.034000e-06,  
 35,  80, Br,  79.9185298100, 1.086000e-06,  
 36,  80, Kr,  79.9163780480, 7.420000e-07,  
 37,  80, Rb,  79.9225164440, 2.000000e-06,  
 38,  80, Sr,  79.9245175400, 3.718000e-06,  
 39,  80, Y ,  79.9343547550, 6.701000e-06,  
 40,  80, Zr,  79.9416420000, 3.220000e-04, #
 41,  80, Nb,  79.9587540000, 4.290000e-04, #
 29,  81, Cu,  80.9662690000, 5.370000e-04, #
 30,  81, Zn,  80.9504026190, 5.400000e-06,  
 31,  81, Ga,  80.9381338420, 3.503000e-06,  
 32,  81, Ge,  80.9288329420, 2.205000e-06,  
 33,  81, As,  80.9221322900, 2.838000e-06,  
 34,  81, Se,  80.9179930440, 1.065000e-06,  
 35,  81, Br,  80.9162882060, 1.049000e-06,  
 36,  81, Kr,  80.9165897140, 1.152000e-06,  
 37,  81, Rb,  80.9189939270, 5.264000e-06,  
 38,  81, Sr,  80.9232113940, 3.358000e-06,  
 39,  81, Y ,  80.9294542830, 5.802000e-06,  
 40,  81, Zr,  80.9383140000, 1.010000e-04,  
 41,  81, Nb,  80.9502300000, 4.290000e-04, #
 42,  81, Mo,  80.9659150000, 5.370000e-04, #
 29,  82, Cu,  81.9728180000, 6.440000e-04, #
 30,  82, Zn,  81.9545740990, 3.300000e-06,  
 31,  82, Ga,  81.9431765330, 2.604000e-06,  
 32,  82, Ge,  81.9297740330, 2.405000e-06,  
 33,  82, As,  81.9247387330, 4.003000e-06,  
 34,  82, Se,  81.9166995370, 5.000000e-07,  
 35,  82, Br,  81.9168017600, 1.042000e-06,  
 36,  82, Kr,  81.9134811552, 5.890000e-09,  
 37,  82, Rb,  81.9182090240, 3.230000e-06,  
 38,  82, Sr,  81.9183998470, 6.432000e-06,  
 39,  82, Y ,  81.9269301880, 5.902000e-06,  
 40,  82, Zr,  81.9316890000, 1.200000e-05,  
 41,  82, Nb,  81.9440790000, 3.220000e-04, #
 42,  82, Mo,  81.9566610000, 4.290000e-04, #
 30,  83, Zn,  82.9610410000, 3.220000e-04, #
 31,  83, Ga,  82.9471203010, 2.804000e-06,  
 32,  83, Ge,  82.9345391010, 2.605000e-06,  
 33,  83, As,  82.9252069010, 3.004000e-06,  
 34,  83, Se,  82.9191186090, 3.259000e-06,  
 35,  83, Br,  82.9151752890, 4.073000e-06,  
 36,  83, Kr,  82.9141265180, 9.000000e-09,  
 37,  83, Rb,  82.9151141820, 2.500000e-06,  
 38,  83, Sr,  82.9175543740, 7.336000e-06,  
 39,  83, Y ,  82.9224840250, 2.000000e-05,  
 40,  83, Zr,  82.9292409250, 6.902000e-06,  
 41,  83, Nb,  82.9382110000, 1.620000e-04,  
 42,  83, Mo,  82.9502520000, 4.300000e-04, #
 43,  83, Tc,  82.9663770000, 5.370000e-04, #
 30,  84, Zn,  83.9657220000, 4.290000e-04, #
 31,  84, Ga,  83.9526700000, 2.150000e-04, #
 32,  84, Ge,  83.9375750910, 3.403000e-06,  
 33,  84, As,  83.9293032910, 3.403000e-06,  
 34,  84, Se,  83.9184667620, 2.105000e-06,  
 35,  84, Br,  83.9164964190, 2.762200e-05,  
 36,  84, Kr,  83.9114977286, 4.070000e-09,  
 37,  84, Rb,  83.9143752250, 2.355000e-06,  
 38,  84, Sr,  83.9134191200, 1.334000e-06,  
 39,  84, Y ,  83.9206710610, 4.615000e-06,  
 40,  84, Zr,  83.9233256620, 5.903000e-06,  
 41,  84, Nb,  83.9342790000, 1.400000e-05,  
 42,  84, Mo,  83.9418460000, 3.200000e-04, #
 43,  84, Tc,  83.9595270000, 4.290000e-04, #
 30,  85, Zn,  84.9729140000, 5.370000e-04, #
 31,  85, Ga,  84.9572200000, 3.200000e-04, #
 32,  85, Ge,  84.9429696590, 4.003000e-06,  
 33,  85, As,  84.9321636590, 3.304000e-06,  
 34,  85, Se,  84.9222607590, 2.804000e-06,  
 35,  85, Br,  84.9156457590, 3.304000e-06,  
 36,  85, Kr,  84.9125272620, 2.147000e-06,  
 37,  85, Rb,  84.9117897376, 5.340000e-09,  
 38,  85, Sr,  84.9129320430, 3.020000e-06,  
 39,  85, Y ,  84.9164330390, 2.036000e-05,  
 40,  85, Zr,  84.9214431980, 6.902000e-06,  
 41,  85, Nb,  84.9288458370, 4.400000e-06,  
 42,  85, Mo,  84.9382607370, 1.700000e-05,  
 43,  85, Tc,  84.9507780000, 4.290000e-04, #
 44,  85, Ru,  84.9667740000, 5.370000e-04, #
 31,  86, Ga,  85.9634140000, 4.290000e-04, #
 32,  86, Ge,  85.9469670000, 4.700000e-04,  
 33,  86, As,  85.9367015330, 3.703000e-06,  
 34,  86, Se,  85.9243117330, 2.705000e-06,  
 35,  86, Br,  85.9188054330, 3.304000e-06,  
 36,  86, Kr,  85.9106106263, 3.960000e-09,  
 37,  86, Rb,  85.9111674430, 2.140000e-07,  
 38,  86, Sr,  85.9092607263, 5.610000e-09,  
 39,  86, Y ,  85.9148860980, 1.518200e-05,  
 40,  86, Zr,  85.9162968150, 3.827000e-06,  
 41,  86, Nb,  85.9257815350, 5.903000e-06,  
 42,  86, Mo,  85.9311748170, 4.000000e-06,  
 43,  86, Tc,  85.9446370000, 3.220000e-04, #
 44,  86, Ru,  85.9573050000, 4.290000e-04, #
 31,  87, Ga,  86.9685990000, 5.370000e-04, #
 32,  87, Ge,  86.9526800000, 3.220000e-04, #
 33,  87, As,  86.9402917180, 3.204000e-06,  
 34,  87, Se,  86.9286886180, 2.405000e-06,  
 35,  87, Br,  86.9206740180, 3.404000e-06,  
 36,  87, Kr,  86.9133547590, 2.640000e-07,  
 37,  87, Rb,  86.9091805310, 6.000000e-09,  
 38,  87, Sr,  86.9088774961, 5.480000e-09,  
 39,  87, Y ,  86.9108761020, 1.210000e-06,  
 40,  87, Zr,  86.9148173390, 4.450000e-06,  
 41,  87, Nb,  86.9206924720, 7.302000e-06,  
 42,  87, Mo,  86.9281962010, 3.067000e-06,  
 43,  87, Tc,  86.9380671870, 4.500000e-06,  
 44,  87, Ru,  86.9511320000, 4.290000e-04, #
 32,  88, Ge,  87.9569100000, 4.290000e-04, #
 33,  88, As,  87.9455500000, 2.100000e-04, #
 34,  88, Se,  87.9314174910, 3.604000e-06,  
 35,  88, Br,  87.9240832910, 3.404000e-06,  
 36,  88, Kr,  87.9144478810, 2.800000e-06,  
 37,  88, Rb,  87.9113155910, 1.710000e-07,  
 38,  88, Sr,  87.9056122556, 5.990000e-09,  
 39,  88, Y ,  87.9095012760, 1.610000e-06,  
 40,  88, Zr,  87.9102207090, 5.800000e-06,  
 41,  88, Nb,  87.9182242870, 6.313400e-05,  
 42,  88, Mo,  87.9219677810, 4.100000e-06,  
 43,  88, Tc,  87.9337823810, 1.600000e-04,  
 44,  88, Ru,  87.9416640000, 3.220000e-04, #
 45,  88, Rh,  87.9604290000, 4.290000e-04, #
 32,  89, Ge,  88.9637900000, 4.290000e-04, #
 33,  89, As,  88.9497600000, 3.200000e-04, #
 34,  89, Se,  88.9366690590, 4.003000e-06,  
 35,  89, Br,  88.9267045590, 3.504000e-06,  
 36,  89, Kr,  88.9178354500, 2.300000e-06,  
 37,  89, Rb,  88.9122781370, 5.825000e-06,  
 38,  89, Sr,  88.9074508080, 9.800000e-08,  
 39,  89, Y ,  88.9058412050, 1.730000e-06,  
 40,  89, Zr,  88.9088823320, 3.310000e-06,  
 41,  89, Nb,  88.9134452720, 2.536900e-05,  
 42,  89, Mo,  88.9194681500, 4.200000e-06,  
 43,  89, Tc,  88.9276486500, 4.100000e-06,  
 44,  89, Ru,  88.9374550000, 3.200000e-04, #
 45,  89, Rh,  88.9507670000, 3.870000e-04, #
 32,  90, Ge,  89.9686300000, 5.370000e-04, #
 33,  90, As,  89.9556300000, 4.290000e-04, #
 34,  90, Se,  89.9400960000, 3.540000e-04,  
 35,  90, Br,  89.9312928500, 3.604000e-06,  
 36,  90, Kr,  89.9195279300, 2.000000e-06,  
 37,  90, Rb,  89.9147988030, 6.960000e-06,  
 38,  90, Sr,  89.9077308850, 2.280000e-06,  
 39,  90, Y ,  89.9071448000, 1.729000e-06,  
 40,  90, Zr,  89.9046987580, 1.260000e-07,  
 41,  90, Nb,  89.9112592040, 3.561000e-06,  
 42,  90, Mo,  89.9139312720, 3.717000e-06,  
 43,  90, Tc,  89.9240739210, 1.100000e-06,  
 44,  90, Ru,  89.9303443790, 4.004000e-06,  
 45,  90, Rh,  89.9444980000, 3.220000e-04, #
 46,  90, Pd,  89.9573700000, 4.290000e-04, #
 33,  91, As,  90.9603900000, 4.290000e-04, #
 34,  91, Se,  90.9457000000, 4.650000e-04,  
 35,  91, Br,  90.9343986180, 3.804000e-06,  
 36,  91, Kr,  90.9238063100, 2.400000e-06,  
 37,  91, Rb,  90.9165372650, 8.375000e-06,  
 38,  91, Sr,  90.9101959580, 5.853000e-06,  
 39,  91, Y ,  90.9072980660, 1.978000e-06,  
 40,  91, Zr,  90.9056402230, 1.120000e-07,  
 41,  91, Nb,  90.9069902740, 3.141000e-06,  
 42,  91, Mo,  90.9117451950, 6.696000e-06,  
 43,  91, Tc,  90.9184249750, 2.536000e-06,  
 44,  91, Ru,  90.9267415320, 2.384000e-06,  
 45,  91, Rh,  90.9371230000, 3.200000e-04, #
 46,  91, Pd,  90.9506920000, 4.300000e-04, #
 33,  92, As,  91.9667400000, 5.370000e-04, #
 34,  92, Se,  91.9498400000, 4.290000e-04, #
 35,  92, Br,  91.9396315970, 7.202000e-06,  
 36,  92, Kr,  91.9261730940, 2.900000e-06,  
 37,  92, Rb,  91.9197284810, 6.573000e-06,  
 38,  92, Sr,  91.9110382240, 3.675000e-06,  
 39,  92, Y ,  91.9089457450, 9.798000e-06,  
 40,  92, Zr,  91.9050353220, 1.090000e-07,  
 41,  92, Nb,  91.9071885680, 1.915000e-06,  
 42,  92, Mo,  91.9068071550, 1.680000e-07,  
 43,  92, Tc,  91.9152697790, 3.330000e-06,  
 44,  92, Ru,  91.9202343750, 2.917000e-06,  
 45,  92, Rh,  91.9323676940, 4.700000e-06,  
 46,  92, Pd,  91.9414060000, 3.220000e-04, #
 47,  92, Ag,  91.9601390000, 5.370000e-04, #
 34,  93, Se,  92.9562900000, 4.290000e-04, #
 35,  93, Br,  92.9432200000, 4.625000e-04,  
 36,  93, Kr,  92.9311471740, 2.700000e-06,  
 37,  93, Rb,  92.9220393250, 8.406000e-06,  
 38,  93, Sr,  92.9140243110, 8.109000e-06,  
 39,  93, Y ,  92.9095784220, 1.125900e-05,  
 40,  93, Zr,  92.9064706460, 4.900000e-07,  
 41,  93, Nb,  92.9063731610, 1.600000e-06,  
 42,  93, Mo,  92.9068087730, 1.930000e-07,  
 43,  93, Tc,  92.9102451490, 1.086000e-06,  
 44,  93, Ru,  92.9171044440, 2.216000e-06,  
 45,  93, Rh,  92.9259127810, 2.821000e-06,  
 46,  93, Pd,  92.9366600000, 3.230000e-04, #
 47,  93, Ag,  92.9503300000, 4.300000e-04, #
 34,  94, Se,  93.9604900000, 5.370000e-04, #
 35,  94, Br,  93.9491140000, 3.220000e-04, #
 36,  94, Kr,  93.9341404540, 1.300000e-05,  
 37,  94, Rb,  93.9263948180, 2.177000e-06,  
 38,  94, Sr,  93.9153556430, 1.785000e-06,  
 39,  94, Y ,  93.9115920630, 6.849000e-06,  
 40,  94, Zr,  93.9063125240, 1.750000e-07,  
 41,  94, Nb,  93.9072789920, 1.601000e-06,  
 42,  94, Mo,  93.9050835920, 1.510000e-07,  
 43,  94, Tc,  93.9096523250, 4.370000e-06,  
 44,  94, Ru,  93.9113428630, 3.374000e-06,  
 45,  94, Rh,  93.9217304530, 3.627000e-06,  
 46,  94, Pd,  93.9290362920, 4.602000e-06,  
 47,  94, Ag,  93.9437360000, 4.290000e-04, #
 48,  94, Cd,  93.9569080000, 5.370000e-04, #
 34,  95, Se,  94.9673000000, 5.370000e-04, #
 35,  95, Br,  94.9530100000, 3.200000e-04, #
 36,  95, Kr,  94.9397109230, 2.000000e-05,  
 37,  95, Rb,  94.9292625680, 2.173400e-05,  
 38,  95, Sr,  94.9193558400, 6.239000e-06,  
 39,  95, Y ,  94.9128187110, 7.277000e-06,  
 40,  95, Zr,  94.9080402670, 9.330000e-07,  
 41,  95, Nb,  94.9068311150, 5.450000e-07,  
 42,  95, Mo,  94.9058374420, 1.320000e-07,  
 43,  95, Tc,  94.9076522870, 5.453000e-06,  
 44,  95, Ru,  94.9104044200, 1.020000e-05,  
 45,  95, Rh,  94.9158978950, 4.171000e-06,  
 46,  95, Pd,  94.9248885120, 3.253000e-06,  
 47,  95, Ag,  94.9360200000, 3.200000e-04, #
 48,  95, Cd,  94.9499400000, 4.300000e-04, #
